Profil plat :

Chaque échantillon compte pour 0.01 seconds.
  %    cumulatif   auto              auto     total           
temps   seconds   seconds   appels  s/appel  s/appel  nom     
[58]     0.0    0.00    0.00  345303         Internal_state::operator=(Internal_state const&) [58]
                0.00    0.00  345303/1245557     Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [52]
-----------------------------------------------
                0.00    0.00     574/574         void evolve_step_Verlet_via_acc<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double) [56]
[59]     0.0    0.00    0.00     574         void add_acc_Charged_particles<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Vecteur3D*, Field const&, Field const&, int) [59]
                0.00    0.00   22960/824222      Field::get_Field(Vecteur3D const&) const [37]
                0.00    0.00   22960/102792748     operator/(Vecteur3D const&, double) [29]
                0.00    0.00   22960/423631      operator+(Vecteur3D const&, Vecteur3D const&) [236]
                0.00    0.00   22960/412890      operator*(double, Vecteur3D const&) [237]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[60]     0.0    0.00    0.00       1         FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [60]
                0.00    0.00     245/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
                0.00    0.00     125/125         DataCards::HasKey(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [275]
                0.00    0.00     125/127         DataCards::DParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, double) [274]
                0.00    0.00       4/8           void std::vector<Param*, std::allocator<Param*> >::_M_realloc_insert<Param*>(__gnu_cxx::__normal_iterator<Param**, std::vector<Param*, std::allocator<Param*> > >, Param*&&) [283]
                0.00    0.00       1/35220910     DataCards::DataCards(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [232]
                0.00    0.00       1/4           std::__cxx11::_List_base<DataCards::Card, std::allocator<DataCards::Card> >::_M_clear() [287]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[61]     0.0    0.00    0.00       1         Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [61]
                0.00    0.00      73/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
                0.00    0.00       6/6           void std::vector<Molecule, std::allocator<Molecule> >::_M_realloc_insert<Molecule const&>(__gnu_cxx::__normal_iterator<Molecule*, std::vector<Molecule, std::allocator<Molecule> > >, Molecule const&) [68]
                0.00    0.00      14/899966      Internal_state::Internal_state(Internal_state const&) [43]
                0.00    0.00      40/423631      operator+(Vecteur3D const&, Vecteur3D const&) [236]
                0.00    0.00      20/20          Vecteur3D::gaussian_initialisation(gsl_rng const*, Vecteur3D) [281]
                0.00    0.00      14/600640      Atome::Atome(Atome const&) [235]
                0.00    0.00       1/5741        Molecule::Molecule() [258]
                0.00    0.00       1/147         DataCards::SParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [272]
                0.00    0.00       1/606361      Molecule::~Molecule() [234]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[62]     0.0    0.00    0.00       1         FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [62]
                0.00    0.00       5/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
                0.00    0.00       5/5           FitParams::LocateOrAddParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [64]
                0.00    0.00       5/5           get_kin(Molecule const&) [285]
                0.00    0.00       1/35220910     DataCards::DataCards(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [232]
                0.00    0.00       1/127         DataCards::DParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, double) [274]
                0.00    0.00       1/4           std::__cxx11::_List_base<DataCards::Card, std::allocator<DataCards::Card> >::_M_clear() [287]
-----------------------------------------------
                0.00    0.00       2/8           rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&) [15]
                0.00    0.00       6/8           rate_excitation(std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Laser const&, std::vector<Molecule, std::allocator<Molecule> > const&, int, int, Vecteur3D, double, double, double, double, double, Field const&, Field const&, int, Internal_state, bool) [51]
[63]     0.0    0.00    0.00       8         void std::vector<type_codage_react, std::allocator<type_codage_react> >::_M_realloc_insert<type_codage_react const&>(__gnu_cxx::__normal_iterator<type_codage_react*, std::vector<type_codage_react, std::allocator<type_codage_react> > >, type_codage_react const&) [63]
                0.00    0.00     135/899966      Internal_state::Internal_state(Internal_state const&) [43]
                0.00    0.00     127/916574      Internal_state::~Internal_state() [233]
-----------------------------------------------
                0.00    0.00       5/5           FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [62]
[64]     0.0    0.00    0.00       5         FitParams::LocateOrAddParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [64]
                0.00    0.00       5/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
                0.00    0.00       4/8           void std::vector<Param*, std::allocator<Param*> >::_M_realloc_insert<Param*>(__gnu_cxx::__normal_iterator<Param**, std::vector<Param*, std::allocator<Param*> > >, Param*&&) [283]
-----------------------------------------------
                0.00    0.00       1/1           initialisation_trans_mol(char const*, char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [66]
[65]     0.0    0.00    0.00       1         Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [65]
                0.00    0.00       6/6           void std::vector<Internal_state, std::allocator<Internal_state> >::_M_realloc_insert<Internal_state const&>(__gnu_cxx::__normal_iterator<Internal_state*, std::vector<Internal_state, std::allocator<Internal_state> > >, Internal_state const&) [67]
                0.00    0.00      26/899966      Internal_state::Internal_state(Internal_state const&) [43]
                0.00    0.00       1/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
                0.00    0.00      32/916574      Internal_state::~Internal_state() [233]
                0.00    0.00      32/16737       Internal_state::Internal_state() [250]
                0.00    0.00      32/32          Internal_state::read_Level__B(std::istream&) [278]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[66]     0.0    0.00    0.00       1         initialisation_trans_mol(char const*, char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [66]
                0.00    0.00       1/1           Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [65]
                0.00    0.00       1/1           Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [295]
                0.00    0.00       1/1           initialisation_Gamma(std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [292]
-----------------------------------------------
                0.00    0.00       6/6           Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [65]
[67]     0.0    0.00    0.00       6         void std::vector<Internal_state, std::allocator<Internal_state> >::_M_realloc_insert<Internal_state const&>(__gnu_cxx::__normal_iterator<Internal_state*, std::vector<Internal_state, std::allocator<Internal_state> > >, Internal_state const&) [67]
                0.00    0.00      37/899966      Internal_state::Internal_state(Internal_state const&) [43]
                0.00    0.00      31/916574      Internal_state::~Internal_state() [233]
-----------------------------------------------
                0.00    0.00       6/6           Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [61]
[68]     0.0    0.00    0.00       6         void std::vector<Molecule, std::allocator<Molecule> >::_M_realloc_insert<Molecule const&>(__gnu_cxx::__normal_iterator<Molecule*, std::vector<Molecule, std::allocator<Molecule> > >, Molecule const&) [68]
                0.00    0.00      37/899966      Internal_state::Internal_state(Internal_state const&) [43]
                0.00    0.00      37/600640      Atome::Atome(Atome const&) [235]
                0.00    0.00      31/606361      Molecule::~Molecule() [234]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[69]     0.0    0.00    0.00       1         do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [69]
                0.00    0.00       1/1           get_unit_vector_spontaneous_emission(gsl_rng const*, std::complex<double>*, Vecteur3D, int, FitParams&) [70]
                0.00    0.00       2/899966      Internal_state::Internal_state(Internal_state const&) [43]
                0.00    0.00       1/102792748     operator/(Vecteur3D const&, double) [29]
                0.00    0.00       2/412890      operator*(double, Vecteur3D const&) [237]
                0.00    0.00       2/916574      Internal_state::~Internal_state() [233]
                0.00    0.00       1/21          Molecule::operator=(Internal_state const&) [280]
-----------------------------------------------
                0.00    0.00       1/1           do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [69]
[70]     0.0    0.00    0.00       1         get_unit_vector_spontaneous_emission(gsl_rng const*, std::complex<double>*, Vecteur3D, int, FitParams&) [70]
                0.00    0.00       1/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
                0.00    0.00       1/67350529     Euler_angles(Vecteur3D) [16]
                0.00    0.00       1/1           rotation_axis_lab(Vecteur3D const&, double, double, double) [291]
-----------------------------------------------
                0.00    0.00       1/35220910     RePaint() [3]
                0.00    0.00       1/35220910     FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [62]
                0.00    0.00       1/35220910     FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [60]
                0.00    0.00       1/35220910     main [2]
                0.00    0.00  394632/35220910     Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
                0.00    0.00 1019466/35220910     void Eigen::internal::tridiagonalization_inplace<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) [13]
                0.00    0.00 1183896/35220910     __tcf_0 [1]
                0.00    0.00 32622912/35220910     Eigen::internal::selfadjoint_rank2_update_selector<std::complex<double>, long long, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false>, 1>::run(std::complex<double>*, long long, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const&, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false> const&, std::complex<double> const&) [19]
[232]    0.0    0.00    0.00 35220910         DataCards::DataCards(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [232]
                0.00    0.00       4/4           DataCards::DoReadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [286]
-----------------------------------------------
                0.00    0.00       2/916574      do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [69]
                0.00    0.00       2/916574      Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [295]
                0.00    0.00      31/916574      void std::vector<Internal_state, std::allocator<Internal_state> >::_M_realloc_insert<Internal_state const&>(__gnu_cxx::__normal_iterator<Internal_state*, std::vector<Internal_state, std::allocator<Internal_state> > >, Internal_state const&) [67]
                0.00    0.00      32/916574      Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [65]
                0.00    0.00     127/916574      void std::vector<type_codage_react, std::allocator<type_codage_react> >::_M_realloc_insert<type_codage_react const&>(__gnu_cxx::__normal_iterator<type_codage_react*, std::vector<type_codage_react, std::allocator<type_codage_react> > >, type_codage_react const&) [63]
                0.00    0.00   11823/916574      rate_excitation(std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Laser const&, std::vector<Molecule, std::allocator<Molecule> > const&, int, int, Vecteur3D, double, double, double, double, double, Field const&, Field const&, int, Internal_state, bool) [51]
                0.00    0.00   15841/916574      rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&) [15]
                0.00    0.00   16443/916574      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.00    0.00   22106/916574      calcul_rates_molecules(std::vector<Internal_state, std::allocator<Internal_state> >&, MC_algorithmes, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, int, int, FitParams&) [4]
                0.00    0.00  243806/916574      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
                0.00    0.00  606361/916574      Molecule::~Molecule() [234]
[233]    0.0    0.00    0.00  916574         Internal_state::~Internal_state() [233]
-----------------------------------------------
                0.00    0.00       1/606361      Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [61]
                0.00    0.00      31/606361      void std::vector<Molecule, std::allocator<Molecule> >::_M_realloc_insert<Molecule const&>(__gnu_cxx::__normal_iterator<Molecule*, std::vector<Molecule, std::allocator<Molecule> > >, Molecule const&) [68]
                0.00    0.00    5481/606361      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.00    0.00    5740/606361      void evolve_step<Molecule>(N_Body_algorithmes, std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double, FitParams&) [55]
                0.00    0.00   11480/606361      new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [57]
                0.00    0.00  243806/606361      rate_excitation(std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Laser const&, std::vector<Molecule, std::allocator<Molecule> > const&, int, int, Vecteur3D, double, double, double, double, double, Field const&, Field const&, int, Internal_state, bool) [51]
                0.00    0.00  339822/606361      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[234]    0.0    0.00    0.00  606361         Molecule::~Molecule() [234]
                0.00    0.00  606361/916574      Internal_state::~Internal_state() [233]
-----------------------------------------------
                0.00    0.00      14/600640      Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [61]
                0.00    0.00      37/600640      void std::vector<Molecule, std::allocator<Molecule> >::_M_realloc_insert<Molecule const&>(__gnu_cxx::__normal_iterator<Molecule*, std::vector<Molecule, std::allocator<Molecule> > >, Molecule const&) [68]
                0.00    0.00    5481/600640      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.00    0.00   11480/600640      new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [57]
                0.00    0.00  243806/600640      rate_excitation(std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Laser const&, std::vector<Molecule, std::allocator<Molecule> > const&, int, int, Vecteur3D, double, double, double, double, double, Field const&, Field const&, int, Internal_state, bool) [51]
                0.00    0.00  339822/600640      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[235]    0.0    0.00    0.00  600640         Atome::Atome(Atome const&) [235]
-----------------------------------------------
                0.00    0.00      40/423631      Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [61]
                0.00    0.00    5481/423631      rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&) [15]
                0.00    0.00   10962/423631      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.00    0.00   11480/423631      void evolve_step_Verlet_via_acc<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double) [56]
                0.00    0.00   22960/423631      void add_acc_Charged_particles<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Vecteur3D*, Field const&, Field const&, int) [59]
                0.00    0.00   32886/423631      Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
                0.00    0.00  339822/423631      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[236]    0.0    0.00    0.00  423631         operator+(Vecteur3D const&, Vecteur3D const&) [236]
-----------------------------------------------
                0.00    0.00       2/412890      do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [69]
                0.00    0.00   17220/412890      void evolve_step_Verlet_via_acc<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double) [56]
                0.00    0.00   21924/412890      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.00    0.00   22960/412890      void add_acc_Charged_particles<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Vecteur3D*, Field const&, Field const&, int) [59]
                0.00    0.00  350784/412890      Laser::wave_vector() const [49]
[237]    0.0    0.00    0.00  412890         operator*(double, Vecteur3D const&) [237]
-----------------------------------------------
                0.00    0.00  394632/394632      Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
[238]    0.0    0.00    0.00  394632         void Eigen::internal::evaluateProductBlockingSizesHeuristic<std::complex<double>, std::complex<double>, 1, long long>(long long&, long long&, long long&, long long) [238]
                0.00    0.00       1/1           Eigen::internal::queryCacheSizes(int&, int&, int&) [296]
-----------------------------------------------
                0.00    0.00   10962/373744      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.00    0.00   22960/373744      new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [57]
                0.00    0.00  339822/373744      Laser::intensity_lab_axis(Vecteur3D const&) const [40]
[239]    0.0    0.00    0.00  373744         operator-(Vecteur3D const&, Vecteur3D const&) [239]
-----------------------------------------------
                0.00    0.00  339822/339822      intensity_Convolution_linewidth(double, double, double, double, int, int, double, double, FitParams&) [242]
[240]    0.0    0.00    0.00  339822         Pseudo_Voigt(double, double, double) [240]
-----------------------------------------------
                0.00    0.00  339822/339822      Laser::intensity_lab_axis(Vecteur3D const&) const [40]
[241]    0.0    0.00    0.00  339822         rotation_lab_axis(Vecteur3D const&, double, double, double) [241]
-----------------------------------------------
                0.00    0.00  339822/339822      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[242]    0.0    0.00    0.00  339822         intensity_Convolution_linewidth(double, double, double, double, int, int, double, double, FitParams&) [242]
                0.00    0.00  339822/339822      Pseudo_Voigt(double, double, double) [240]
-----------------------------------------------
                0.00    0.00  339822/339822      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[243]    0.0    0.00    0.00  339822         Laser::transmission_spectrum(double) const [243]
-----------------------------------------------
                0.00    0.00  339822/339822      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[244]    0.0    0.00    0.00  339822         Laser::intensity_t_nanosecond(double) const [244]
-----------------------------------------------
                0.00    0.00  339822/339822      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[245]    0.0    0.00    0.00  339822         operator*(Vecteur3D const&, Vecteur3D const&) [245]
-----------------------------------------------
                0.00    0.00     287/47591       RePaint() [3]
                0.00    0.00   23078/47591       Laser::~Laser() [247]
                0.00    0.00   24226/47591       Laser::~Laser() [251]
[246]    0.0    0.00    0.00   47591         find_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, double&) [246]
                0.00    0.00     287/287         tirage_random_discrete(gsl_rng const*, std::vector<double, std::allocator<double> > const&, int, double&) [269]
-----------------------------------------------
                0.00    0.00   23078/23078       Laser::Laser(Laser const&) [252]
[247]    0.0    0.00    0.00   23078         Laser::~Laser() [247]
                0.00    0.00   23078/47591       find_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, double&) [246]
-----------------------------------------------
                0.00    0.00   22960/22960       new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [57]
[248]    0.0    0.00    0.00   22960         Field::get_grad_field_F2(Vecteur3D const&) const [248]
-----------------------------------------------
                0.00    0.00   10962/21924       rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&) [15]
