Profil plat :

Chaque échantillon compte pour 0.01 seconds.
  %    cumulatif   auto              auto     total           
temps   seconds   seconds   appels  s/appel  s/appel  nom     
[250]    0.0    0.00    0.00   11539         Laser::Laser(Laser const&) [250]
                0.00    0.00   23078/23078       Laser::~Laser() [246]
-----------------------------------------------
                0.00    0.00   11480/11480       new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [50]
[251]    0.0    0.00    0.00   11480         Internal_state::Grad_Energy_Shift_B(double, Vecteur3D) [251]
-----------------------------------------------
                0.00    0.00   11480/11480       new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [50]
[252]    0.0    0.00    0.00   11480         Internal_state::Grad_Energy_Shift_E(double, Vecteur3D) [252]
-----------------------------------------------
                0.00    0.00       2/10964       RePaint() [3]
                0.00    0.00   10962/10964       rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool) [6]
[253]    0.0    0.00    0.00   10964         Eigen::DenseStorage<double, -1, -1, 1, 0>::~DenseStorage() [253]
-----------------------------------------------
                0.00    0.00    6848/6848        Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [299]
[254]    0.0    0.00    0.00    6848         Internal_state::is_equal(Internal_state const&) const [254]
-----------------------------------------------
                0.00    0.00    5741/5741        Molecule::Molecule() [256]
[255]    0.0    0.00    0.00    5741         Atome::Atome() [255]
-----------------------------------------------
                0.00    0.00       1/5741        Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [55]
                0.00    0.00    5740/5741        void evolve_step<Molecule>(N_Body_algorithmes, std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double, FitParams&) [48]
[256]    0.0    0.00    0.00    5741         Molecule::Molecule() [256]
                0.00    0.00    5741/5741        Atome::Atome() [255]
                0.00    0.00    5741/16737       Internal_state::Internal_state() [248]
-----------------------------------------------
                0.00    0.00       1/5482        RePaint() [3]
                0.00    0.00    5481/5482        rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool) [6]
[257]    0.0    0.00    0.00    5482         Eigen::DenseStorage<std::complex<double>, -1, -1, -1, 0>::~DenseStorage() [257]
-----------------------------------------------
                0.00    0.00    1492/1492        DataCards::DoReadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [287]
[258]    0.0    0.00    0.00    1492         DataCards::AppendCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [258]
                0.00    0.00     560/560         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [265]
                0.00    0.00     500/500         DataCards::RemoveCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [266]
-----------------------------------------------
                0.00    0.00    1152/1152        Laser::Laser() [263]
[259]    0.0    0.00    0.00    1152         std::pair<std::_Rb_tree_iterator<std::pair<double const, double> >, bool> std::_Rb_tree<double, std::pair<double const, double>, std::_Select1st<std::pair<double const, double> >, std::less<double>, std::allocator<std::pair<double const, double> > >::_M_emplace_unique<std::pair<double, double> >(std::pair<double, double>&&) [259]
-----------------------------------------------
                0.00    0.00    1152/1152        Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [44]
[260]    0.0    0.00    0.00    1152         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [260]
-----------------------------------------------
                0.00    0.00       3/618         main [2]
                0.00    0.00      39/618         RePaint() [3]
                0.00    0.00     576/618         Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [44]
[261]    0.0    0.00    0.00     618         Laser::read_Spectrum(char const*) [261]
-----------------------------------------------
                0.00    0.00     576/576         Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [44]
[262]    0.0    0.00    0.00     576         Laser::read_Intensity(char const*) [262]
-----------------------------------------------
                0.00    0.00     576/576         Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [44]
[263]    0.0    0.00    0.00     576         Laser::Laser() [263]
                0.00    0.00    1152/1152        std::pair<std::_Rb_tree_iterator<std::pair<double const, double> >, bool> std::_Rb_tree<double, std::pair<double const, double>, std::_Select1st<std::pair<double const, double> >, std::less<double>, std::allocator<std::pair<double const, double> > >::_M_emplace_unique<std::pair<double, double> >(std::pair<double, double>&&) [259]
-----------------------------------------------
                0.00    0.00     574/574         void evolve_step_Verlet_via_acc<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double) [49]
[264]    0.0    0.00    0.00     574         void add_acc_N_body_Coulomb<Molecule>(std::vector<Molecule, std::allocator<Molecule> > const&, Vecteur3D*, int) [264]
-----------------------------------------------
                0.00    0.00     560/560         DataCards::AppendCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [258]
[265]    0.0    0.00    0.00     560         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [265]
-----------------------------------------------
                0.00    0.00     500/500         DataCards::AppendCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [258]
[266]    0.0    0.00    0.00     500         DataCards::RemoveCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [266]
-----------------------------------------------
                0.00    0.00     287/287         tirage_random_discrete(gsl_rng const*, std::vector<double, std::allocator<double> > const&, int, double&) [268]
[267]    0.0    0.00    0.00     287         binarySearch(double*, int, int, double) [267]
-----------------------------------------------
                0.00    0.00     287/287         find_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, double&) [244]
[268]    0.0    0.00    0.00     287         tirage_random_discrete(gsl_rng const*, std::vector<double, std::allocator<double> > const&, int, double&) [268]
                0.00    0.00     287/287         binarySearch(double*, int, int, double) [267]
-----------------------------------------------
                0.00    0.00     286/286         RePaint() [3]
[269]    0.0    0.00    0.00     286         Modif_Param(double, FitParams&) [269]
-----------------------------------------------
                0.00    0.00     125/250         RePaint() [3]
                0.00    0.00     125/250         DataCards::DataCards(DataCards const&) [302]
[270]    0.0    0.00    0.00     250         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [270]
-----------------------------------------------
                0.00    0.00     214/214         Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [299]
[271]    0.0    0.00    0.00     214         Internal_state::add_transition(Internal_state*, double) [271]
                0.00    0.00     121/121         void std::vector<std::pair<Internal_state*, double>, std::allocator<std::pair<Internal_state*, double> > >::_M_realloc_insert<std::pair<Internal_state*, double> const&>(__gnu_cxx::__normal_iterator<std::pair<Internal_state*, double>*, std::vector<std::pair<Internal_state*, double>, std::allocator<std::pair<Internal_state*, double> > > >, std::pair<Internal_state*, double> const&) [277]
-----------------------------------------------
                0.00    0.00       1/147         Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [55]
                0.00    0.00       8/147         DataCards::IParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, long) [283]
                0.00    0.00      11/147         RePaint() [3]
                0.00    0.00     127/147         DataCards::DParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, double) [274]
[272]    0.0    0.00    0.00     147         DataCards::SParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [272]
-----------------------------------------------
                0.00    0.00       8/135         DataCards::IParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, long) [283]
                0.00    0.00     127/135         DataCards::DParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, double) [274]
[273]    0.0    0.00    0.00     135         Bicubic_Interpolator::Bicubic_Interpolator(int, int, double, double, double, double) [273]
-----------------------------------------------
                0.00    0.00       1/127         RePaint() [3]
                0.00    0.00       1/127         FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [56]
                0.00    0.00     125/127         FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [54]
[274]    0.0    0.00    0.00     127         DataCards::DParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, double) [274]
                0.00    0.00     127/147         DataCards::SParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [272]
                0.00    0.00     127/135         Bicubic_Interpolator::Bicubic_Interpolator(int, int, double, double, double, double) [273]
-----------------------------------------------
                0.00    0.00     125/125         FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [54]
[275]    0.0    0.00    0.00     125         DataCards::HasKey(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [275]
-----------------------------------------------
                0.00    0.00     125/125         RePaint() [3]
[276]    0.0    0.00    0.00     125         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [276]
-----------------------------------------------
                0.00    0.00     121/121         Internal_state::add_transition(Internal_state*, double) [271]
[277]    0.0    0.00    0.00     121         void std::vector<std::pair<Internal_state*, double>, std::allocator<std::pair<Internal_state*, double> > >::_M_realloc_insert<std::pair<Internal_state*, double> const&>(__gnu_cxx::__normal_iterator<std::pair<Internal_state*, double>*, std::vector<std::pair<Internal_state*, double>, std::allocator<std::pair<Internal_state*, double> > > >, std::pair<Internal_state*, double> const&) [277]
-----------------------------------------------
                0.00    0.00     107/107         Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [299]
[278]    0.0    0.00    0.00     107         read_Line(std::istream&, Internal_state&, Internal_state&, double&) [278]
-----------------------------------------------
                0.00    0.00      32/32          Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [58]
[279]    0.0    0.00    0.00      32         Internal_state::read_Level__B(std::istream&) [279]
-----------------------------------------------
                0.00    0.00      32/32          initialisation_Gamma(std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [295]
[280]    0.0    0.00    0.00      32         Internal_state::Einstein_desex_rate() [280]
-----------------------------------------------
                0.00    0.00       1/21          do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [61]
                0.00    0.00      20/21          initialisation_proba(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Internal_state, std::allocator<Internal_state> > const&) [296]
[281]    0.0    0.00    0.00      21         Molecule::operator=(Internal_state const&) [281]
-----------------------------------------------
                0.00    0.00      20/20          Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [55]
[282]    0.0    0.00    0.00      20         Vecteur3D::gaussian_initialisation(gsl_rng const*, Vecteur3D) [282]
-----------------------------------------------
                0.00    0.00       1/8           main [2]
                0.00    0.00       7/8           RePaint() [3]
[283]    0.0    0.00    0.00       8         DataCards::IParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, long) [283]
                0.00    0.00       8/147         DataCards::SParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [272]
                0.00    0.00       8/135         Bicubic_Interpolator::Bicubic_Interpolator(int, int, double, double, double, double) [273]
-----------------------------------------------
                0.00    0.00       4/8           FitParams::LocateOrAddParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [57]
                0.00    0.00       4/8           FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [54]
[284]    0.0    0.00    0.00       8         void std::vector<Param*, std::allocator<Param*> >::_M_realloc_insert<Param*>(__gnu_cxx::__normal_iterator<Param**, std::vector<Param*, std::allocator<Param*> > >, Param*&&) [284]
-----------------------------------------------
                0.00    0.00       2/8           rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [14]
                0.00    0.00       6/8           rate_excitation(std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Laser const&, std::vector<Molecule, std::allocator<Molecule> > const&, int, int, Vecteur3D, double, double, double, double, double, Field const&, Field const&, int, Internal_state, bool) [53]
[285]    0.0    0.00    0.00       8         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [285]
-----------------------------------------------
                0.00    0.00       5/5           FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [56]
[286]    0.0    0.00    0.00       5         get_kin(Molecule const&) [286]
-----------------------------------------------
                0.00    0.00       4/4           DataCards::DataCards(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [229]
[287]    0.0    0.00    0.00       4         DataCards::DoReadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [287]
                0.00    0.00    1492/1492        DataCards::AppendCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [258]
-----------------------------------------------
                0.00    0.00       4/4           RePaint() [3]
[288]    0.0    0.00    0.00       4         std::vector<double, std::allocator<double> >::~vector() [288]
-----------------------------------------------
                0.00    0.00       1/3           RePaint() [3]
                0.00    0.00       1/3           FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [56]
                0.00    0.00       1/3           FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [54]
[289]    0.0    0.00    0.00       3         std::__cxx11::_List_base<DataCards::Card, std::allocator<DataCards::Card> >::_M_clear() [289]
-----------------------------------------------
                0.00    0.00       2/2           RePaint() [3]
[290]    0.0    0.00    0.00       2         Field::Field(Field const&) [290]
-----------------------------------------------
                0.00    0.00       2/2           RePaint() [3]
[291]    0.0    0.00    0.00       2         Field::Field() [291]
-----------------------------------------------
                0.00    0.00       2/2           Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [44]
[292]    0.0    0.00    0.00       2         void std::vector<Laser, std::allocator<Laser> >::_M_realloc_insert<Laser const&>(__gnu_cxx::__normal_iterator<Laser*, std::vector<Laser, std::allocator<Laser> > >, Laser const&) [292]
                0.00    0.00       3/11539       Laser::Laser(Laser const&) [250]
                0.00    0.00       1/12113       Laser::~Laser() [249]
-----------------------------------------------
                0.00    0.00       2/2           RePaint() [3]
[293]    0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::~vector() [293]
-----------------------------------------------
                0.00    0.00       1/1           get_unit_vector_spontaneous_emission(gsl_rng const*, std::complex<double>*, Vecteur3D, int, FitParams&) [62]
[294]    0.0    0.00    0.00       1         rotation_axis_lab(Vecteur3D const&, double, double, double) [294]
-----------------------------------------------
                0.00    0.00       1/1           initialisation_trans_mol(char const*, char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [59]
[295]    0.0    0.00    0.00       1         initialisation_Gamma(std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [295]
                0.00    0.00      32/32          Internal_state::Einstein_desex_rate() [280]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[296]    0.0    0.00    0.00       1         initialisation_proba(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Internal_state, std::allocator<Internal_state> > const&) [296]
                0.00    0.00      20/21          Molecule::operator=(Internal_state const&) [281]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[297]    0.0    0.00    0.00       1         save_random_generator(gsl_rng*, char const*) [297]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[298]    0.0    0.00    0.00       1         Read_Energy_Zeeman_dipole_for_Diagonalization(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*) [298]
-----------------------------------------------
                0.00    0.00       1/1           initialisation_trans_mol(char const*, char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [59]
[299]    0.0    0.00    0.00       1         Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [299]
                0.00    0.00    6848/6848        Internal_state::is_equal(Internal_state const&) const [254]
                0.00    0.00     214/214         Internal_state::add_transition(Internal_state*, double) [271]
                0.00    0.00     107/107         read_Line(std::istream&, Internal_state&, Internal_state&, double&) [278]
                0.00    0.00       2/16737       Internal_state::Internal_state() [248]
                0.00    0.00       2/916574      Internal_state::~Internal_state() [230]
-----------------------------------------------
                0.00    0.00       1/1           void Eigen::internal::evaluateProductBlockingSizesHeuristic<std::complex<double>, double, 1, long long>(long long&, long long&, long long&, long long) [243]
[300]    0.0    0.00    0.00       1         Eigen::internal::queryCacheSizes(int&, int&, int&) [300]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[301]    0.0    0.00    0.00       1         DataCards::NbCards() [301]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[302]    0.0    0.00    0.00       1         DataCards::DataCards(DataCards const&) [302]
                0.00    0.00     125/250         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [270]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[303]    0.0    0.00    0.00       1         FitParams::Scan_Param() [303]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[304]    0.0    0.00    0.00       1         std::__cxx11::_List_base<DataCards::CrdPF, std::allocator<DataCards::CrdPF> >::_M_clear() [304]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[305]    0.0    0.00    0.00       1         operator<<(std::ostream&, DataCards) [305]
-----------------------------------------------

Index par nom de fonction

  [45] Init_Field(Field&, Field&, FitParams&, char const*, char const*) [52] Internal_state::operator=(Internal_state const&) [32] void Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholder<Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1> >(Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1>&, std::complex<double>&, double&) const
  [44] Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [273] Bicubic_Interpolator::Bicubic_Interpolator(int, int, double, double, double, double) [245] void Eigen::HouseholderSequence<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::CwiseUnaryOp<Eigen::internal::scalar_conjugate_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const>, 1>::evalTo<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) const
  [58] Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [232] Atome::Atome(Atome const&) [247] Field::get_grad_field_F2(Vecteur3D const&) const
 [269] Modif_Param(double, FitParams&) [255] Atome::Atome() [38] Field::get_Field(Vecteur3D const&) const
  [61] do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [30] Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholderInPlace(std::complex<double>&, double&) [236] Laser::wave_vector() const
  [48] void evolve_step<Molecule>(N_Body_algorithmes, std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double, FitParams&) [20] void Eigen::MatrixBase<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false> >::applyHouseholderOnTheLeft<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const, -1, 1, false> >(Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const, -1, 1, false> const&, std::complex<double> const&, std::complex<double>*) [43] Laser::intensity_lab_axis(Vecteur3D const&) const
  [15] Euler_angles(Vecteur3D) [257] Eigen::DenseStorage<std::complex<double>, -1, -1, -1, 0>::~DenseStorage() [41] Laser::transmission_spectrum(double) const
  [39] Pseudo_Voigt(double, double, double) [253] Eigen::DenseStorage<double, -1, -1, 1, 0>::~DenseStorage() [239] Laser::intensity_t_nanosecond(double) const
 [267] binarySearch(double*, int, int, double) [300] Eigen::internal::queryCacheSizes(int&, int&, int&) [240] Laser::intensity_repere_sur_waist(Vecteur3D const&) const
  [55] Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [18] void Eigen::internal::selfadjoint_product_impl<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false>, 17, false, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const>, 0, true>::run<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false> >(Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false>&, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false> const&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const> const&, std::complex<double> const&) [63] void std::vector<Internal_state, std::allocator<Internal_state> >::_M_realloc_insert<Internal_state const&>(__gnu_cxx::__normal_iterator<Internal_state*, std::vector<Internal_state, std::allocator<Internal_state> > >, Internal_state const&)
